,review,game,overall_score,genre,reviewer_id
1163,Excellent sound and visuals are spoiled by camera positioning and a weird checkpoint system but it should not discourage you from this interesting game.,Alice: Madness Returns,70.0,"Action,Free to Play,Massively Multiplayer,RPG,Strategy",1382
1164,[July 2011],Alice: Madness Returns,70.0,"Action,Free to Play,Massively Multiplayer,RPG,Strategy",1382
1165,A lot of jumping and a repetitive gameplay does not make only Alice go crazy.,Alice: Madness Returns,70.0,"Action,Free to Play,Massively Multiplayer,RPG,Strategy",1383
1166,"Playing Alice: Madness Returns isn't as exciting as looking at it, but you'll still enjoy getting lost in this twisted fantasy adventure.",Alice: Madness Returns,70.0,"Action,Free to Play,Massively Multiplayer,RPG,Strategy",1384
1167,"I'd have liked the adventure to have been trimmed of fat, the combat is at times extremely irritating, and the art design far exceeds the technical prowess on show, but at its core Alice: Madness Returns is an imaginative romp through a world that's clearly been designed by some incredibly creative minds.",Alice: Madness Returns,70.0,"Action,Free to Play,Massively Multiplayer,RPG,Strategy",1385
1168,What starts out as a promising romp through a demented Wonderland devolves into a few good ideas stretched across redundant gameplay.,Alice: Madness Returns,68.0,"Action,Free to Play,Massively Multiplayer,RPG,Strategy",1386
1169,"[July 2011, p.85]",Alice: Madness Returns,68.0,"Action,Free to Play,Massively Multiplayer,RPG,Strategy",1386
1170,"A game that could have been a masterpiece, has some amazing and imaginative visuals, as well as a boring and repetitive gameplay.",Alice: Madness Returns,65.0,"Action,Free to Play,Massively Multiplayer,RPG,Strategy",1387
1171,A pity.,Alice: Madness Returns,65.0,"Action,Free to Play,Massively Multiplayer,RPG,Strategy",1387
1172,"For a story that talks of falling into lunacy, it's interesting that the game's quality matches the mind of its antagonist; Alice is a cracked mirror; you can see what it could have been, but you're stuck with what it is.",Alice: Madness Returns,65.0,"Action,Free to Play,Massively Multiplayer,RPG,Strategy",1388
1173,"Through questionable level design, graphical inconsistency, and repetitive gameplay, I was pulled out of the experience more than I would have liked.",Alice: Madness Returns,65.0,"Action,Free to Play,Massively Multiplayer,RPG,Strategy",1389
1174,Alice: Madness Returns is a memorable peek through a flawed looking glass.,Alice: Madness Returns,65.0,"Action,Free to Play,Massively Multiplayer,RPG,Strategy",1389
1175,"Despite its fantastic visualisation of Wonderland, repetitive gameplay means it fails to muster a chortle.",Alice: Madness Returns,64.0,"Action,Free to Play,Massively Multiplayer,RPG,Strategy",1390
1176,"[Sept 2011, p.100]",Alice: Madness Returns,64.0,"Action,Free to Play,Massively Multiplayer,RPG,Strategy",1390
1236,"A challenging, rewarding and sublime homage to the early days of the first-person shooter - with a few modern twists.",Hard Reset,90.0,"Adventure,Indie,RPG,Strategy",1533
1237,"[Dec 2011, p.58]",Hard Reset,90.0,"Adventure,Indie,RPG,Strategy",1533
1238,"Hard Reset is a great game, a hardcore FPS that brings to the table some very nice ideas and tests your skills level after level.",Hard Reset,84.0,"Adventure,Indie,RPG,Strategy",1534
1239,"The gunplay works very well, with a huge sense of impact and a great number of different enemies to fight, and the graphics prove indie games can even compete with high budget titles.",Hard Reset,84.0,"Adventure,Indie,RPG,Strategy",1534
1240,"A superb marriage of gaming tropes from various generations, it manages to carve its own path through the mire that is the modern FPS genre, and look lovely while it's at it.",Hard Reset,80.0,"Adventure,Indie,RPG,Strategy",1535
1241,"If you enjoy games like Painkiller and Serious Sam, Hard Reset is a game to get, but if you're not into old school shooters, you should steer clear.",Hard Reset,80.0,"Adventure,Indie,RPG,Strategy",1536
1242,"It's very much a niche title, but if you belong to that niche, it hits all the right buttons.",Hard Reset,80.0,"Adventure,Indie,RPG,Strategy",1536
1243,"Hard Reset might not be the shooter for everyone, but I think it's worth checking out.",Hard Reset,80.0,"Adventure,Indie,RPG,Strategy",1537
1244,"My review is based on the game post-patch 1.01, which eliminated the weapon cooldown system and allowed users to change difficulty mid-game.",Hard Reset,80.0,"Adventure,Indie,RPG,Strategy",1537
1245,Hard Reset is an old-school shooter that really takes its name seriously: you should be prepared to die a lot.,Hard Reset,80.0,"Adventure,Indie,RPG,Strategy",1538
1246,High difficulty level keeps things interesting even though the overtly cartoonish robot enemies don't really fit the overall gritty art style.,Hard Reset,80.0,"Adventure,Indie,RPG,Strategy",1538
1247,[Oct 2011],Hard Reset,80.0,"Adventure,Indie,RPG,Strategy",1538
1248,"Hard Reset is a something special, a budget priced game that brings together familiar shooting mechanics with aspects of modern shooters.Other games have tried to create this interesting balance but few have succeeded the way Hard Reset does.It's a great experience for anyone looking for a fun, exciting, and different take on a saturated genre.",Hard Reset,80.0,"Adventure,Indie,RPG,Strategy",1539
1249,Hard Reset isn't what I'd call a complex game.,Hard Reset,80.0,"Adventure,Indie,RPG,Strategy",1540
1250,"The story is minimal, the gunfire is often, and the enemies are numerous.",Hard Reset,80.0,"Adventure,Indie,RPG,Strategy",1540
1251,"It has some good pacing, allowing you to take a breather and look for Nano after decimating a small horde of foes, but for the most part, you'll be emptying clips of ammo into the robotic menace.",Hard Reset,80.0,"Adventure,Indie,RPG,Strategy",1540
1252,"It shows the charme of classic FPS, with a certain tactical side and a positive management of upgrades.",Hard Reset,80.0,"Adventure,Indie,RPG,Strategy",1541
1253,"If you don't care about the lack of multiplayer, then the only downside is the short campaign.",Hard Reset,80.0,"Adventure,Indie,RPG,Strategy",1541
1254,"I think the only unfortunate thing here is that many of the gamers that would enjoy Hard Reset - old Quake veterans setting up impromptu LAN parties in their college dorms in the late '90s - have since ""grown up"", gotten married, and are funneling all of their money towards their kids rather than their gaming PCs.",Hard Reset,80.0,"Adventure,Indie,RPG,Strategy",1542
1255,"Hard Reset is an old school FPS, a game where speed is everything.",Hard Reset,80.0,"Adventure,Indie,RPG,Strategy",1543
1256,"Flying Wild Hog first game takes the player into a realistic sci-fi world, giving the feeling that perhaps the evolution of this genre is not really an evolution.",Hard Reset,80.0,"Adventure,Indie,RPG,Strategy",1543
1257,"If you are looking for a touching story, this probably isn't what you're looking for.",Hard Reset,80.0,"Adventure,Indie,RPG,Strategy",1544
1258,"But if you want to let go of depth and instead enjoy some trigger happy action, this is one of the funniest indie titles right now.",Hard Reset,80.0,"Adventure,Indie,RPG,Strategy",1544
1259,"A few technical hiccups here and there, a super-short campaign, and an almost nonexistent story weren't enough to hinder my enjoyment of Hard Reset.",Hard Reset,80.0,"Adventure,Indie,RPG,Strategy",1545
1260,"Its most impressive feat, though, is that it throws down the gauntlet and laughs in the face of every competing developer.",Hard Reset,80.0,"Adventure,Indie,RPG,Strategy",1546
1261,"We're still trying to wrap our mind around this as an indie game, because, in terms of quality, it's on the same level as any AAA shooter out there.",Hard Reset,80.0,"Adventure,Indie,RPG,Strategy",1546
1262,"The gameplay is tight and punchy, and the overall experience is so well-crafted that it's worth soaking up every last insane moment.",Hard Reset,80.0,"Adventure,Indie,RPG,Strategy",1547
1263,"Hard Reset is truly a great experience, especially for fans of titles such as Painkiller and Serious Sam.",Hard Reset,80.0,"Adventure,Indie,RPG,Strategy",1548
1264,"Its devotion to distilled, pure, videogame violence is something that deserves respect, and the fact it's performed so sleekly and satisfyingly is a fantastic surprise.",Hard Reset,80.0,"Adventure,Indie,RPG,Strategy",1548
1265,"With Hard Reset, an excellent sense of level design and game balance has been married to a ruthless difficulty and voraciously furious combat to create something that tests the nerves and addicts the mind.",Hard Reset,80.0,"Adventure,Indie,RPG,Strategy",1548
1266,Does what it intends to do quite well.,Hard Reset,79.0,"Adventure,Indie,RPG,Strategy",1549
1267,This is a game that begs you to replay those four hours.,Hard Reset,79.0,"Adventure,Indie,RPG,Strategy",1549
1268,"Take it for a spin with a harder difficulty setting or focus on a different set of weapons, and you'll feel like you're playing a different game.",Hard Reset,79.0,"Adventure,Indie,RPG,Strategy",1549
1269,"Hard reset is an excellent FPS, a ""reset"" to the FPS genre from today.",Hard Reset,79.0,"Adventure,Indie,RPG,Strategy",1550
1270,It gets very exciting at times and you can be sure that most enemies (be they large or small) offer a decent challenge even to hardcore FPS fans.,Hard Reset,78.0,"Adventure,Indie,RPG,Strategy",1551
1271,"Hard Reset may only be four hours long, but they're four good hours.",Hard Reset,78.0,"Adventure,Indie,RPG,Strategy",1552
1272,"I respect a game that picks one thing and does it well, even if it means skimping on or outright skipping the rest of the modern FPS checklist.",Hard Reset,78.0,"Adventure,Indie,RPG,Strategy",1552
1273,Delivering combat on a level that Resistance or Halo could learn a thing or two from is an exceptional achievement for the first effort of a new studio.,Hard Reset,78.0,"Adventure,Indie,RPG,Strategy",1552
1274,"I won't fault budget-conscious gamers for skipping this, but I can't wait to see what Flying Wild Hog does next.",Hard Reset,78.0,"Adventure,Indie,RPG,Strategy",1552
1275,"Hard Reset also does a lot of cool things in games that I wish we'd see more of, and it does them well.",Hard Reset,75.0,"Adventure,Indie,RPG,Strategy",1553
1276,"Interfacing with fictional computer terminals is fun, and scoping the strong art direction does a lot to set the game in a fairly original virtual setting.",Hard Reset,75.0,"Adventure,Indie,RPG,Strategy",1553
1277,"The game is simple for when you want exactly that, but you can't help but feel like it could be so much more.",Hard Reset,75.0,"Adventure,Indie,RPG,Strategy",1554
1278,Hard Reset clearly shows that the team knows what makes a good shooter tick.,Hard Reset,75.0,"Adventure,Indie,RPG,Strategy",1555
1279,Hard Reset is not the PC gaming juggernaut it might have been hyped to be.,Hard Reset,75.0,"Adventure,Indie,RPG,Strategy",1556
1280,"Rather, it is a little treat for PC Gamers to enjoy.",Hard Reset,75.0,"Adventure,Indie,RPG,Strategy",1556
1281,"In a time where modern gaming is increasingly geared towards consoles, special kudos go to Flying Wild Hog in their attempts to go back to the roots of FPS and go out of their way to please the PC community.",Hard Reset,75.0,"Adventure,Indie,RPG,Strategy",1556
1282,Hard Reset is a very decent debut - a game that reminds (in a very nice way) all PC gamers of the somewhat forgotten times of simple but exciting shooters.,Hard Reset,75.0,"Adventure,Indie,RPG,Strategy",1557
1283,"It's very pretty, very explosive and very short.",Hard Reset,75.0,"Adventure,Indie,RPG,Strategy",1557
1284,"But still it's worth the money the developers want for it and, perhaps, with sufficient sales they will be able do create a true bestseller in the future?",Hard Reset,75.0,"Adventure,Indie,RPG,Strategy",1557
1285,"Hard Reset is a visual and esthetic marvel, with a great performance and a good sense of graphic spectacle.",Hard Reset,75.0,"Adventure,Indie,RPG,Strategy",1558
1286,"Its combat is really good, offering a welcome back to old school FPS design and a true sense of challengeHowever, it's really short, ends abruptly and the story makes little sense, which is not the ideal situation to be for a pure single player game.",Hard Reset,75.0,"Adventure,Indie,RPG,Strategy",1558
1287,"The disposable story and flat characters shouldn't be surprising for a game like this, but other issues like a the lack of enemy variety and short overall length are disappointing.",Hard Reset,75.0,"Adventure,Indie,RPG,Strategy",1559
1288,"Despite that, the versatility of the weapon system and flashy visuals make Flying Wild Hog's product exciting from beginning to end.",Hard Reset,75.0,"Adventure,Indie,RPG,Strategy",1559
1289,"Apart from the overly long boss battles with no mid-point checkpoints, the fact that by the end of your time with Hard Reset you'll be an expert in disposing of endless waves of robots without having to replay as many sections as earlier on, speaks in favour of this approach.",Hard Reset,75.0,"Adventure,Indie,RPG,Strategy",1560
1290,"In other words you won't be reloading quick saves when battles don't go your way, so man up and stop being such a pussy.",Hard Reset,75.0,"Adventure,Indie,RPG,Strategy",1560
1291,"Lots of weapnon, fast action, huge explosions and impressive sounds, but no automatic healing or taking cover.",Hard Reset,74.0,"Adventure,Indie,RPG,Strategy",1561
1292,Hard Reset was supposed to be old school and it is.,Hard Reset,74.0,"Adventure,Indie,RPG,Strategy",1561
1293,"It could have been more than just a five-hour-game, though.",Hard Reset,74.0,"Adventure,Indie,RPG,Strategy",1561
1294,Short life span but budget price – this science-fiction inspired first person shooter has a lot to offer with stunning visuals and perfect old-school playability.,Hard Reset,70.0,"Adventure,Indie,RPG,Strategy",1562
1295,Pity there's not a multiplayer option.,Hard Reset,70.0,"Adventure,Indie,RPG,Strategy",1562
1296,[Nov 2011],Hard Reset,70.0,"Adventure,Indie,RPG,Strategy",1562
1297,"Shooters like Serious Sam and Painkiller are hard to come by these
days.",Hard Reset,70.0,"Adventure,Indie,RPG,Strategy",1563
1298,"Yes, Hard Reset is full of plot holes, the ending is too silly
even for a pulp paperback novel, and there is no blood and flesh –
only gear-wheels and oil.",Hard Reset,70.0,"Adventure,Indie,RPG,Strategy",1563
1299,"But even will all of this, Hard Reset is fun
enough if you want to just blow off some steam.",Hard Reset,70.0,"Adventure,Indie,RPG,Strategy",1563
1300,"If there's one modern shooter convention Hard Reset needs to follow, it's the release of a sequel.",Hard Reset,70.0,"Adventure,Indie,RPG,Strategy",1564
1301,This game hit the time and the spot with its conception unlike the others from the past – making a virtue out of its mediocre and plain form is something we don't see very often these days.,Hard Reset,70.0,"Adventure,Indie,RPG,Strategy",1565
1302,"This is a very enjoyable shooter with lots of action, amazing graphics and a wonderfully authentic cyberpunk-atmosphere, but it's somewhat let down by an erratic difficulty and a relatively short campaign.",Hard Reset,70.0,"Adventure,Indie,RPG,Strategy",1566
1303,"I am left with the feeling that Hard Reset's title is not a reference to the game's plot or gameplay, but to the videogame industry as a whole.",Hard Reset,70.0,"Adventure,Indie,RPG,Strategy",1567
1304,"The developers are applying a ""reset"" to the entire FPS genre, stripping away or outright mocking several modern shooter staples.",Hard Reset,70.0,"Adventure,Indie,RPG,Strategy",1567
1305,"It's short and occasionally frustrating, but the fireworks display that is Hard Reset is still a blast.",Hard Reset,70.0,"Adventure,Indie,RPG,Strategy",1568
1306,"Overall, this is a game that does exactly what it sets out to do: Be an oldschool manshoot, but with modern elements in the mix that make it more enjoyable, and a suitably bonkers Cyberpunk plot (albeit without any real hacking... ah, well, can't have everything).",Hard Reset,70.0,"Adventure,Indie,RPG,Strategy",1569
1307,"Hard Reset isn't a bad game, but it's rote old school sensibility has passed me by.",Hard Reset,65.0,"Adventure,Indie,RPG,Strategy",1570
1308,"I don't have the same kind of reflexes I did 5 or 10 years ago to properly appreciate the twitch elements, so maybe I have to take some responsibility on that front.",Hard Reset,65.0,"Adventure,Indie,RPG,Strategy",1570
1309,"For me, Hard Reset is unremarkable because it seems about 5 years too late for me.",Hard Reset,65.0,"Adventure,Indie,RPG,Strategy",1570
1310,"This old-school shooter with modern visuals offers intense and fun gunplay, but it's a bit too short and not particularly original.",Hard Reset,65.0,"Adventure,Indie,RPG,Strategy",1571
1311,"[Nov. 2011, p.83]",Hard Reset,65.0,"Adventure,Indie,RPG,Strategy",1571
1312,Hard Reset is a splendid and beautifully crafted FPS.,Hard Reset,65.0,"Adventure,Indie,RPG,Strategy",1572
1313,"While its technology rises above many others, its old-school FPS gameplay, while fun and solid, is affected by a scarce variety in the enemies and very short campaign, which is a major flaw because of the absence of a multiplayer mode.",Hard Reset,65.0,"Adventure,Indie,RPG,Strategy",1572
1314,It brings back memories of Painkiller and Serious Sam – again and again you get drowned in enemies.,Hard Reset,65.0,"Adventure,Indie,RPG,Strategy",1573
1315,From time to time Hard Reset will beat the hell out of you but it does it in a quite pleasant way and graphics are very nice.,Hard Reset,65.0,"Adventure,Indie,RPG,Strategy",1573
1316,The game has two substantial flaws – the single player campaign is short (ca.,Hard Reset,65.0,"Adventure,Indie,RPG,Strategy",1573
1317,6 hours) and there is no multiplayer mode.,Hard Reset,65.0,"Adventure,Indie,RPG,Strategy",1573
1318,"[October, p.66]",Hard Reset,65.0,"Adventure,Indie,RPG,Strategy",1573
1319,"Hard Reset puts you on the streets of a splashy cyberpunk city, atmospherically lying somewhere between the Matrix and Blade Runner, a world of crumbling glass skyscrapers, and unleashes the enemy hoards.",Hard Reset,65.0,"Adventure,Indie,RPG,Strategy",1574
1320,"Hard Reset's main strengths lay in its graphics and its consistent delivery of combat which, while moreish and dully enjoyable, lacks the precision or scale of its competition.",Hard Reset,65.0,"Adventure,Indie,RPG,Strategy",1575
1321,"Thus, while it's a solid game that delivers on a pure blow-stuff-up basis, it doesn't have quite the level of inspiration or finesse needed to make it stand out from the crowd.",Hard Reset,65.0,"Adventure,Indie,RPG,Strategy",1575
1322,"Hard Reset is a full-on action-only FPS in a cyberpunk universe, blessed by a beautiful graphical engine and some nice gameplay ideas.",Hard Reset,60.0,"Adventure,Indie,RPG,Strategy",1576
1323,"The menu, which cycles through corridors, arenas, and waves of enemies, lacks variety, with only two boss fights and an undecipherable scenario, but nice explosions all over and a lot of reloads for the player.",Hard Reset,60.0,"Adventure,Indie,RPG,Strategy",1576
1324,It may yet be too subtle for the Painkiller formula lovers... but it still a very ok game.,Hard Reset,60.0,"Adventure,Indie,RPG,Strategy",1576
1325,"So amongst the other problems, it's also short and clearly rushed.",Hard Reset,60.0,"Adventure,Indie,RPG,Strategy",1577
1326,"For once, I think the experience can be summed up by the main menu.",Hard Reset,60.0,"Adventure,Indie,RPG,Strategy",1578
1327,It's very pretty.,Hard Reset,60.0,"Adventure,Indie,RPG,Strategy",1578
1328,"It also has a transitional animation, in between sub-menus, that lasts four seconds.",Hard Reset,60.0,"Adventure,Indie,RPG,Strategy",1578
1329,"Want to change your graphical settings, then load an old game?",Hard Reset,60.0,"Adventure,Indie,RPG,Strategy",1578
1330,You're going to spend about thirty seconds just watching a transitional animation repeat.,Hard Reset,60.0,"Adventure,Indie,RPG,Strategy",1578
1331,"Pretty, functional, and then hopelessly irritating for no good reason: that's Hard Reset.",Hard Reset,60.0,"Adventure,Indie,RPG,Strategy",1578
1332,"Hard Reset isn't just a reference to what you're expected to do to the killer robots infesting the city, but what the developer tries to do to the shooter design itself.",Hard Reset,58.0,"Adventure,Indie,RPG,Strategy",1579
1333,"[Holiday 2011, p.80]",Hard Reset,58.0,"Adventure,Indie,RPG,Strategy",1579
1334,"For a throwback FPS, it's not too bad and it's priced at $30.",Hard Reset,58.0,"Adventure,Indie,RPG,Strategy",1580
1335,"The graphics are pretty well done, but there are some aspects of the game that can get pretty frustrating.",Hard Reset,58.0,"Adventure,Indie,RPG,Strategy",1580
1336,"Expect to die a lot as well since your health doesn't regenerate, but your shield does.",Hard Reset,58.0,"Adventure,Indie,RPG,Strategy",1580
1337,You can see things worth admiring here.,Hard Reset,40.0,"Adventure,Indie,RPG,Strategy",1581
1338,"The promise of sandbox combat emerging from the interplay between environment and gun-modes never comes good, instead devolving into a repetitive, gruelling bedlam - but that promise alone is more than many shooters offer.",Hard Reset,40.0,"Adventure,Indie,RPG,Strategy",1581
1339,"To make anything of it, however, Hard Reset would need to go right back to the drawing board.",Hard Reset,40.0,"Adventure,Indie,RPG,Strategy",1581
1447,Brink is a worthy buy for anyone who doesn't absolutely hate multiplayer FPS action.,Brink,86.0,"Strategy,Casual",1716
1448,"It blurs the line between single-player and multiplayer styles, introduces an effective new movement system, and finds ways of discouraging all the obnoxious behavior common in most multiplayer shooters.",Brink,86.0,"Strategy,Casual",1716
1449,"The campaign is long, and the different classes allow you to play each mission over and over without getting bored.",Brink,86.0,"Strategy,Casual",1716
1450,Brink has promised a lot and at least kept some incredible features.,Brink,85.0,"Strategy,Casual",1717
1451,"If you play Brink as the multiplayer-shooter it undeniably is (despite the possibility to save or leave the Ark alone, which should simply be ignored), it's a real winner.",Brink,85.0,"Strategy,Casual",1718
1452,"Great character-customization, well balanced maps, good handling, awesome graphics and a surprising depth thanks to the huge amount of abilities make this a MP-Shooter that has come to stay.",Brink,85.0,"Strategy,Casual",1718
1453,"Brink is destined to be a cult classic (on PC), for us fans of Quake Wars.Has no single player value but high entry difficulty due to tight team focus and sprawling maps.",Brink,84.0,"Strategy,Casual",1719
1454,"Good, but not nearly as damn good as Quake Wars.",Brink,84.0,"Strategy,Casual",1719
1455,I like Brink but it is no wonder that most gamers don't.,Brink,84.0,"Strategy,Casual",1719
1456,[June 2011],Brink,84.0,"Strategy,Casual",1719
1457,"A daring proposal that, if succesful, is a step forward for a genre prone to stagnation, as it mixes altogether campaign, multiplayer, cooperative and competitive.",Brink,83.0,"Strategy,Casual",1720
1458,"With good ideas well executed, it may be liked more or less depending on the player, but deserves an opportunity.",Brink,83.0,"Strategy,Casual",1720
1459,And that is Brink in a nutshell: the potential to traverse the digital battlefield in an entirely new way that affords the player more combat options.,Brink,82.0,"Strategy,Casual",1721
1460,"Couple this with the well-balanced classes (including the higher-level abilities) and the distinct lack of camping equipment (there's really only one sniper rifle in the game), and this is a different breed of first-person shooter: faster, sexier and made for online play.",Brink,82.0,"Strategy,Casual",1721
1461,Give yourself and the game some time.,Brink,80.0,"Strategy,Casual",1722
1462,"Learn how to play, study the maps and objectives, look for competent friends to play with and Brink will open up to a great game with tight matches, non stop action and a ton of fun.",Brink,80.0,"Strategy,Casual",1722
1463,"Unfortunately there´s a handful of issues that Splash Damage needs to patch quickly, such as a poor server browser, sound bugs, lags and the poor fact that you can´t switch characters and body types in game.",Brink,80.0,"Strategy,Casual",1722
1464,"Despite these issues, all the elements are in place for Brink to become a terrific multiplayer shooter.",Brink,80.0,"Strategy,Casual",1723
1465,"It handles well, offers customization options galore, and challenges FPS players to do more than just pull the trigger.",Brink,80.0,"Strategy,Casual",1723
1466,"It's not without its faults, some of which are more serious than others, but Splash Damage achieves the impossible: a game that feels fresh in the stalest of genres.",Brink,80.0,"Strategy,Casual",1724
1467,Flawed brawling in a beautiful world you never quite get to explore.,Brink,79.0,"Strategy,Casual",1725
1468,"[July 2011, p.90]",Brink,79.0,"Strategy,Casual",1725
1469,"Suitable just for multiplayer users, as if played offline it won't be able to deliver even a third of it potential.",Brink,78.0,"Strategy,Casual",1726
1470,"That, among other minor issues, make this a somehow wasted chance.",Brink,78.0,"Strategy,Casual",1726
1471,"Brink has lots of interesting ideas, but most of them are only half-done, like the mix between bot-matches and multiplayer, which is a good idea with a very bad AI.",Brink,77.0,"Strategy,Casual",1727
1472,Brink could and should have been better.,Brink,77.0,"Strategy,Casual",1727
1473,"Play the game the way it asks you to and you can have lots of fun, but Brink can be a bit too needy for pick-up-and-play.",Brink,76.0,"Strategy,Casual",1728
1474,Brink's unique visual style and great customization options save the day.,Brink,75.0,"Strategy,Casual",1729
1475,"Although its core gameplay needs some polishing, it's a solid multiplayer-only experience nevertheless.",Brink,75.0,"Strategy,Casual",1729
1476,"[July 2011, p.81]",Brink,75.0,"Strategy,Casual",1729
1477,"Overall, Brink is a game which could have been a genre favourite at launch, but due to some developer oversights, such as the lack of an extensive beta, the unfinished nature of the initial release have turned many potential fans away.",Brink,75.0,"Strategy,Casual",1730
1478,Brink definitely doesn't live up to our high expectations and hopes but it's still a game worth checking out by all shooter fans.,Brink,75.0,"Strategy,Casual",1731
1479,Gamers who prefer single player experiences won't find anything for themselves here but online matches are really interesting.,Brink,75.0,"Strategy,Casual",1731
1480,"Despite all the setbacks, the developers have managed to create a unique game with its own identity that doesn't resemble other popular first person shooters.",Brink,75.0,"Strategy,Casual",1731
1481,"Critics, business types, and your mom and dad don't understand that multiplayer is much more important to you than single-player these days.",Brink,75.0,"Strategy,Casual",1732
1482,Head-to-head content gets the wealth of gaming time and Brink comes well equipped for hours and hours of gunplay.,Brink,75.0,"Strategy,Casual",1732
1483,"Brink tries so hard to be the next big thing, but just launched with too little to go around.",Brink,71.0,"Strategy,Casual",1733
1484,A poor map selection and mindless grinding to unlock things doom it to being uninstalled by all but the most diehard fans quickly.,Brink,71.0,"Strategy,Casual",1733
1485,"Brink could have been a great game, both solo and online if a little more work had gone into it.",Brink,70.0,"Strategy,Casual",1734
1486,There's very little question that Brink is highly geared towards the multiplayer crowd.,Brink,70.0,"Strategy,Casual",1735
1487,"The SMART system and the well done visuals are very attractive, but the level design imbalances and small map variety don't offer much in the way of longevity.",Brink,70.0,"Strategy,Casual",1735
1488,There's a lot of promise in the game but only the most patient of players might be willing to see that promise realized.,Brink,70.0,"Strategy,Casual",1735
1489,The hype around Brink was huge and the game doesn't live up to all of the expectations.,Brink,70.0,"Strategy,Casual",1736
1490,The campaign is extremely short and so it's the online gameplay that saves this game from demise.,Brink,70.0,"Strategy,Casual",1736
1491,With the right teammates you'll have a ton of fun online.,Brink,70.0,"Strategy,Casual",1736
1492,The game really represents a missed opportunity for Bethesda.,Brink,70.0,"Strategy,Casual",1737
1493,"With a little more polishing and thought the game could have been great, rather than merely good.",Brink,70.0,"Strategy,Casual",1737
1494,"Brink tries to present many good ideas, but it falls short and, in the end, it's just the same gameplay mechanics we've seen many times.",Brink,70.0,"Strategy,Casual",1738
1495,"The SMART system is not as dynamic as it should be; the game modes are all the same; the feeling, overall, is that we have a fun and interesting multiplayer game (even in its Campaign mode), but users are left without new emotions.",Brink,70.0,"Strategy,Casual",1738
1496,"Many customization options that, in the end, are nothing new.",Brink,70.0,"Strategy,Casual",1738
1497,"In the end, Brink is another of those games that we see every so often; the games that have incredible potential and truly unique ideas but fail in their implementation.",Brink,70.0,"Strategy,Casual",1739
1498,"This could have been a great game, it could've been a hit and it could've given shooter fans a reason to return to a genre that has lost much of its originality over the last handful of years.",Brink,70.0,"Strategy,Casual",1739
1499,"Unfortunately for us and for its developer, the keyword here is ""could've"", because there's little here that makes Brink the genre redefining game some of us hoped it would be.",Brink,70.0,"Strategy,Casual",1739
1500,Quotation forthcoming.,Brink,70.0,"Strategy,Casual",1740
1501,"Brink has quite a few flaws, but the most frustrating one is the spawn-die-spawn-kill-die repetition in single player mode.",Brink,70.0,"Strategy,Casual",1741
1502,"At best it's a little banal and tedious, and at worst, it's downright rage-inducing.",Brink,70.0,"Strategy,Casual",1741
1503,"Your AI teammates and enemies often act strangely, exhibiting poor awareness of their surroundings, but they will unleash laser-accurate gunfire once they notice an enemy.",Brink,70.0,"Strategy,Casual",1741
1504,"This makes playing the game, especially at the start of the Security campaign, a real chore.",Brink,70.0,"Strategy,Casual",1741
1505,Brink is not a bad game.,Brink,68.0,"Strategy,Casual",1742
1506,"If Splash Damage can stabilize the performance and fix some glaring omissions (like a pre-game lobby) with a patch, I'd gladly spend more time with it.",Brink,68.0,"Strategy,Casual",1742
1507,"But with only eight multiplayer maps, 20 progression levels, no clan support, and average gunplay, it's not a good value proposition.",Brink,68.0,"Strategy,Casual",1742
1508,Especially considering many Xbox Live games offer a similar amount of content for a fraction of the price.,Brink,68.0,"Strategy,Casual",1742
1509,"[July 2011, p.86]",Brink,68.0,"Strategy,Casual",1742
1510,"An online shooter needs variety, depth, and addictiveness to succeed over the long term.",Brink,65.0,"Strategy,Casual",1743
1511,"Brink might find a niche with some hardcore fans, but it isn't for everyone.",Brink,65.0,"Strategy,Casual",1743
1512,"The PC version feels more complete than its console counterpart, but my qualms over content remain the same.",Brink,65.0,"Strategy,Casual",1743
1513,"Brink has heart, but the overall package is lacking.",Brink,65.0,"Strategy,Casual",1743
1514,"Who would have thought that this highly ambitious concept would turn
out to be such a bland game?",Brink,60.0,"Strategy,Casual",1744
1515,"It has a fresh look going for it, but Brink's fancy footwork and terrible AI Interfere with its fast-paced gunplay.",Brink,60.0,"Strategy,Casual",1745
1516,"[Aug 2011, p.70]",Brink,60.0,"Strategy,Casual",1745
1517,"Complex without being deep, Brink is a hollow interpretation of Splash Damage's classic teamplay formula that speaks to the very core of what is wrong with multiplayer FPS today.",Brink,60.0,"Strategy,Casual",1746
1518,"[July 2011, p.58]",Brink,60.0,"Strategy,Casual",1746
1519,"Loaded with shortcomings, not really generous in terms of content, Brink still remains an FPS with some really neat ideas, mostly in the way it promotes good teamplay.",Brink,60.0,"Strategy,Casual",1747
1520,"If you have several buddies with whom to share the experience, and take the time to organize your strategy, you won't be disappointed.",Brink,60.0,"Strategy,Casual",1747
1521,"But even so, the clear lack of polish, the not-so varied environments and average technical side prevent it from being an excellent FPS; it's only a good one.",Brink,60.0,"Strategy,Casual",1747
1522,"On the lively and intriguing battlefields of Brink, design issues can be as deadly as enemy soldiers.",Brink,60.0,"Strategy,Casual",1748
1523,"The setting is cool, the parkour is sort of neat, the focus on objectives over Team Deathmatch is admirable, but there's really nothing special about Brink.",Brink,55.0,"Strategy,Casual",1749
